"id","inquiry_id","client_id","agent_id","rating_date","overall_rating","resolution_speed_rating","politeness_rating","knowledge_rating","feedback","would_recommend","regulation_followed","title","department","sla_target","created_date","last_updated","is_active","inquiry_date","issue","status"
"301","47","1000","9","2025-02-15 00:00:00","2","2","3","2","Разочарован сервисом","0","1","Обработка входящих звонков","Отдел продаж","91","2024-02-28 00:00:00","2025-02-13 00:00:00","0","2025-02-09 00:00:00","Возврат товара","new"
"302","17","1001","2","2025-01-27 00:00:00","4","5","4","3","Все объяснили понятно и доступно","1","1","Эскалация проблем","Отдел продаж","95","2023-09-26 00:00:00","2025-02-12 00:00:00","1","2025-02-08 00:00:00","Вопрос по акции","closed"
"303","78","1002","9","2024-10-29 00:00:00","4","3","3","5","Отличный сервис, быстрое решение проблемы","1","1","Техническая поддержка первого уровня","Отдел маркетинга","91","2024-07-28 00:00:00","2025-03-06 00:00:00","1","2025-03-01 00:00:00","Вопрос по гарантии","pending"
"304","61","1003","4","2024-12-25 00:00:00","4","5","3","4","Всегда приятно иметь дело с профессионалами","1","1","Регламент доступа к системе - Специальный","Техническая поддержка","95","2024-03-09 00:00:00","2024-12-11 00:00:00","0","2025-03-02 00:00:00","Проблема с аккаунтом","in_progress"
"305","21","1004","7","2024-09-23 00:00:00","5","5","5","5","Вежливый и компетентный специалист","1","0","Обслуживание VIP-клиентов - Временный","Отдел качества","92","2024-07-16 00:00:00","2024-12-13 00:00:00","1","2025-02-08 00:00:00","Консультация по продукту","new"
"306","91","1005","9","2024-10-09 00:00:00","3","3","3","4","В целом неплохо, но можно лучше","0","1","Процедура обучения новых сотрудников","Отдел разработки","97","2024-01-16 00:00:00","2025-02-24 00:00:00","1","2025-03-04 00:00:00","Ошибка в заказе","resolved"
"307","54","1006","10","2024-10-20 00:00:00","5","5","5","5","Отличный сервис, быстрое решение проблемы","1","1","Регламент доступа к системе","Отдел продаж","91","2024-07-04 00:00:00","2024-11-22 00:00:00","0","2025-03-02 00:00:00","Возврат товара","closed"
"308","93","1007","1","2025-01-08 00:00:00","4","5","5","5","Отличная работа, спасибо!","1","0","Техническая поддержка второго уровня","Отдел продаж","96","2024-01-07 00:00:00","2024-12-13 00:00:00","1","2025-02-12 00:00:00","Вопрос по акции","new"
"309","19","1008","4","2024-11-15 00:00:00","4","3","3","4","Очень доволен качеством обслуживания","1","1","Регламент документирования - Специальный","Техническая поддержка","94","2024-08-24 00:00:00","2024-09-19 00:00:00","0","2025-02-11 00:00:00","Проблема с оплатой","pending"
"310","54","1009","3","2024-10-22 00:00:00","5","5","5","5","Быстро и качественно","1","1","Процедура обновления системы","Отдел безопасности","95","2024-07-21 00:00:00","2024-11-10 00:00:00","1","2025-02-25 00:00:00","Вопрос по гарантии","resolved"
"311","91","1010","9","2024-10-06 00:00:00","4","4","5","4","Отличная работа, спасибо!","1","0","Работа с критическими инцидентами","Техническая поддержка","97","2024-03-12 00:00:00","2024-10-10 00:00:00","1","2025-02-23 00:00:00","Вопрос по акции","new"
"312","41","1011","3","2024-11-08 00:00:00","5","5","5","5","Все объяснили понятно и доступно","1","1","Процедура обновления системы","Отдел качества","93","2024-03-13 00:00:00","2025-01-20 00:00:00","1","2025-02-21 00:00:00","Вопрос по доставке","resolved"
"313","79","1012","8","2024-11-25 00:00:00","5","5","5","4","Вежливый и компетентный специалист","1","1","Процедура возврата средств - Временный","Отдел продаж","91","2023-11-19 00:00:00","2024-11-03 00:00:00","0","2025-02-09 00:00:00","Проблема с оплатой","closed"
"314","99","1013","5","2024-12-25 00:00:00","5","5","5","5","Превзошли мои ожидания","1","1","Процедура аудита","Административный отдел","94","2024-04-27 00:00:00","2024-12-10 00:00:00","1","2025-02-18 00:00:00","Технический сбой","resolved"
"315","37","1014","2","2024-12-13 00:00:00","5","5","5","4","Быстро и качественно","1","1","Регламент документирования","Отдел продаж","93","2024-07-21 00:00:00","2025-01-28 00:00:00","1","2025-02-08 00:00:00","Проблема с оплатой","pending"
"316","6","1015","5","2025-01-28 00:00:00","4","5","4","5","Превзошли мои ожидания","1","0","Процедура отчетности - Базовый","Отдел по работе с клиентами","96","2023-10-01 00:00:00","2024-09-16 00:00:00","1","2025-02-10 00:00:00","Вопрос по доставке","resolved"
"317","28","1016","9","2024-12-22 00:00:00","5","5","5","5","Вежливый и компетентный специалист","1","1","Процедура обучения новых сотрудников - Расширенный","Отдел продаж","96","2024-08-16 00:00:00","2025-03-04 00:00:00","0","2025-02-17 00:00:00","Жалоба на качество","in_progress"
"318","14","1017","10","2025-03-11 00:00:00","3","4","4","2","В целом неплохо, но можно лучше","0","1","Регламент документирования","Отдел продаж","91","2024-04-03 00:00:00","2024-11-17 00:00:00","1","2025-02-28 00:00:00","Возврат товара","in_progress"
"319","7","1018","2","2024-11-27 00:00:00","4","3","5","3","Превзошли мои ожидания","1","1","Процедура восстановления данных - Временный","Отдел тестирования","91","2024-08-03 00:00:00","2024-12-07 00:00:00","1","2025-02-24 00:00:00","Консультация по продукту","in_progress"
"320","71","1019","3","2025-01-16 00:00:00","5","5","5","4","Превзошли мои ожидания","1","1","Регламент безопасности - Базовый","Финансовый отдел","93","2023-10-03 00:00:00","2024-12-01 00:00:00","1","2025-02-21 00:00:00","Вопрос по гарантии","in_progress"
"321","42","1020","5","2024-10-24 00:00:00","5","5","5","4","Очень доволен качеством обслуживания","1","1","Обслуживание VIP-клиентов","Отдел безопасности","98","2023-12-27 00:00:00","2024-11-05 00:00:00","1","2025-03-05 00:00:00","Проблема с аккаунтом","closed"
"322","23","1021","7","2024-10-14 00:00:00","5","5","5","4","Отличный сервис, быстрое решение проблемы","1","1","Обслуживание VIP-клиентов","Отдел качества","94","2024-06-10 00:00:00","2024-11-10 00:00:00","1","2025-03-03 00:00:00","Проблема с аккаунтом","closed"
"323","5","1022","1","2024-12-12 00:00:00","4","4","4","4","Очень доволен качеством обслуживания","1","0","Работа с критическими инцидентами","Отдел тестирования","90","2024-07-05 00:00:00","2024-11-28 00:00:00","1","2025-02-20 00:00:00","Вопрос по акции","closed"
"324","18","1023","2","2024-11-14 00:00:00","4","3","4","3","Оперативно решили мою проблему","1","0","Процедура возврата средств - Расширенный","Отдел по работе с клиентами","91","2024-04-24 00:00:00","2024-12-08 00:00:00","1","2025-03-01 00:00:00","Вопрос по гарантии","new"
"325","83","1024","5","2025-02-08 00:00:00","1","1","2","2","Не перезвонили, как обещали","0","1","Регламент доступа к системе","Отдел разработки","98","2024-08-02 00:00:00","2024-09-14 00:00:00","1","2025-03-05 00:00:00","Проблема с аккаунтом","pending"
"326","23","1025","10","2024-10-18 00:00:00","5","5","4","5","Отличная работа, спасибо!","1","1","Процедура обучения новых сотрудников","Отдел продаж","97","2023-10-19 00:00:00","2024-11-28 00:00:00","1","2025-02-14 00:00:00","Проблема с аккаунтом","pending"
"327","24","1026","8","2024-10-04 00:00:00","4","3","4","4","Оперативно решили мою проблему","1","1","Эскалация проблем - Экспериментальный","Отдел маркетинга","95","2024-06-05 00:00:00","2024-11-21 00:00:00","0","2025-02-08 00:00:00","Проблема с оплатой","in_progress"
"328","58","1027","5","2024-12-07 00:00:00","4","3","4","5","Всегда приятно иметь дело с профессионалами","1","1","Регламент контроля качества","Отдел безопасности","98","2024-04-26 00:00:00","2024-11-04 00:00:00","0","2025-02-04 00:00:00","Проблема с оплатой","resolved"
"329","89","1028","4","2024-09-14 00:00:00","5","5","4","5","Превзошли мои ожидания","1","1","Регламент резервного копирования","Отдел тестирования","91","2024-02-15 00:00:00","2025-02-24 00:00:00","1","2025-02-15 00:00:00","Технический сбой","pending"
"330","89","1029","2","2024-09-18 00:00:00","4","3","3","4","Оперативно решили мою проблему","1","1","Процедура восстановления данных","Отдел по работе с клиентами","91","2024-04-16 00:00:00","2024-10-01 00:00:00","1","2025-02-16 00:00:00","Проблема с оплатой","pending"
"331","59","1030","1","2024-11-09 00:00:00","4","4","5","5","Отличная работа, спасибо!","1","1","Обслуживание VIP-клиентов","Отдел тестирования","98","2024-04-05 00:00:00","2024-12-06 00:00:00","0","2025-02-09 00:00:00","Вопрос по гарантии","resolved"
"332","98","1031","6","2025-01-06 00:00:00","5","4","5","5","Всегда приятно иметь дело с профессионалами","1","1","Обработка электронных обращений","Отдел по работе с клиентами","95","2024-05-24 00:00:00","2024-10-31 00:00:00","1","2025-03-05 00:00:00","Проблема с оплатой","closed"
"333","10","1032","10","2024-12-20 00:00:00","2","3","1","3","Разочарован сервисом","0","1","Процедура обучения новых сотрудников - Базовый","Отдел по работе с клиентами","95","2024-06-27 00:00:00","2024-11-03 00:00:00","0","2025-02-23 00:00:00","Консультация по продукту","pending"
"334","22","1033","6","2024-10-03 00:00:00","4","5","5","4","Оперативно решили мою проблему","1","1","Процедура аудита","Техническая поддержка","98","2024-08-09 00:00:00","2025-03-03 00:00:00","1","2025-02-18 00:00:00","Возврат товара","resolved"
"335","66","1034","8","2024-11-03 00:00:00","4","4","4","5","Отличная работа, спасибо!","1","1","Обработка входящих звонков - Специальный","Отдел качества","90","2024-06-23 00:00:00","2025-02-22 00:00:00","0","2025-03-03 00:00:00","Вопрос по акции","closed"
"336","72","1035","6","2025-01-10 00:00:00","5","5","4","5","Вежливый и компетентный специалист","1","1","Эскалация проблем - Базовый","Отдел маркетинга","93","2024-04-27 00:00:00","2024-12-03 00:00:00","1","2025-02-05 00:00:00","Вопрос по гарантии","closed"
"337","1","1036","4","2024-10-15 00:00:00","2","2","3","1","Пришлось обращаться повторно","0","1","Процедура восстановления данных","Отдел по работе с клиентами","99","2023-11-26 00:00:00","2024-10-17 00:00:00","1","2025-02-14 00:00:00","Вопрос по доставке","resolved"
"338","9","1037","8","2024-12-14 00:00:00","3","2","4","4","Нормальное обслуживание","0","0","Эскалация проблем - Временный","Отдел маркетинга","97","2023-12-27 00:00:00","2025-01-16 00:00:00","1","2025-02-21 00:00:00","Технический сбой","pending"
"339","48","1038","7","2025-01-27 00:00:00","5","5","4","5","Быстро и качественно","1","1","Процедура восстановления данных","Административный отдел","97","2023-10-01 00:00:00","2024-11-02 00:00:00","0","2025-02-21 00:00:00","Вопрос по гарантии","new"
"340","84","1039","6","2024-11-02 00:00:00","3","3","4","2","Могло быть и лучше","0","1","Процедура отчетности - Расширенный","Отдел разработки","92","2024-02-22 00:00:00","2024-10-07 00:00:00","1","2025-02-16 00:00:00","Технический сбой","closed"
"341","1","1040","1","2024-10-10 00:00:00","4","4","5","4","Отличная работа, спасибо!","1","1","Процедура обучения новых сотрудников","Административный отдел","96","2024-05-21 00:00:00","2025-01-28 00:00:00","1","2025-02-24 00:00:00","Консультация по продукту","resolved"
"342","32","1041","3","2024-11-07 00:00:00","4","3","5","3","Вежливый и компетентный специалист","1","1","Эскалация проблем","Отдел продаж","90","2024-02-15 00:00:00","2025-02-01 00:00:00","0","2025-03-04 00:00:00","Жалоба на качество","pending"
"343","85","1042","7","2024-12-31 00:00:00","5","4","4","4","Отличный сервис, быстрое решение проблемы","1","1","Регламент документирования","Отдел маркетинга","91","2024-02-21 00:00:00","2024-10-20 00:00:00","0","2025-02-08 00:00:00","Вопрос по доставке","in_progress"
"344","77","1043","5","2024-10-13 00:00:00","4","3","5","3","Отличный сервис, быстрое решение проблемы","1","0","Процедура восстановления данных - Базовый","Отдел маркетинга","99","2023-10-18 00:00:00","2024-12-17 00:00:00","1","2025-02-14 00:00:00","Технический сбой","resolved"
"345","57","1044","4","2024-11-26 00:00:00","3","2","4","3","В целом неплохо, но можно лучше","0","1","Регламент резервного копирования - Расширенный","Административный отдел","91","2023-12-16 00:00:00","2024-12-05 00:00:00","1","2025-02-28 00:00:00","Технический сбой","resolved"
"346","94","1045","10","2024-09-21 00:00:00","4","3","4","3","Все объяснили понятно и доступно","1","1","Обслуживание VIP-клиентов - Расширенный","Финансовый отдел","92","2024-08-08 00:00:00","2024-09-26 00:00:00","1","2025-02-04 00:00:00","Консультация по продукту","new"
"347","53","1046","7","2024-09-20 00:00:00","3","4","4","2","Могло быть и лучше","0","0","Процедура обучения новых сотрудников","Финансовый отдел","97","2024-02-20 00:00:00","2025-02-14 00:00:00","1","2025-02-08 00:00:00","Технический сбой","resolved"
"348","72","1047","6","2025-01-10 00:00:00","1","2","2","1","Не перезвонили, как обещали","0","1","Обслуживание VIP-клиентов","Отдел разработки","94","2023-10-06 00:00:00","2024-12-06 00:00:00","1","2025-02-11 00:00:00","Вопрос по гарантии","resolved"
"349","90","1048","7","2024-10-31 00:00:00","2","1","3","2","Пришлось обращаться повторно","0","1","Процедура обновления системы","Отдел разработки","95","2024-08-03 00:00:00","2024-09-30 00:00:00","0","2025-03-03 00:00:00","Проблема с аккаунтом","pending"
"350","29","1049","5","2025-01-26 00:00:00","5","5","5","5","Отличный сервис, быстрое решение проблемы","1","1","Регламент доступа к системе","Отдел безопасности","99","2024-07-13 00:00:00","2025-01-06 00:00:00","1","2025-03-06 00:00:00","Консультация по продукту","resolved"
"351","50","1050","9","2025-02-27 00:00:00","3","4","2","3","Не все вопросы были решены","0","1","Обработка электронных обращений","Отдел качества","98","2024-01-12 00:00:00","2024-12-28 00:00:00","0","2025-02-14 00:00:00","Проблема с аккаунтом","closed"
"352","12","1051","9","2024-12-12 00:00:00","2","3","3","3","Пришлось обращаться повторно","0","1","Регламент контроля качества","Отдел разработки","95","2024-04-04 00:00:00","2024-12-02 00:00:00","1","2025-03-02 00:00:00","Вопрос по доставке","closed"
"353","10","1052","4","2024-12-28 00:00:00","5","4","5","4","Отличная работа, спасибо!","1","1","Регламент резервного копирования - Базовый","Отдел разработки","94","2023-11-23 00:00:00","2024-12-01 00:00:00","1","2025-02-22 00:00:00","Вопрос по доставке","in_progress"
"354","39","1053","1","2025-01-03 00:00:00","5","5","5","4","Очень доволен качеством обслуживания","1","1","Регламент документирования","Отдел качества","96","2024-09-04 00:00:00","2024-09-28 00:00:00","1","2025-03-02 00:00:00","Проблема с аккаунтом","new"
"355","51","1054","4","2025-03-02 00:00:00","4","4","4","5","Вежливый и компетентный специалист","1","1","Процедура аудита","Отдел по работе с клиентами","98","2024-05-25 00:00:00","2024-12-08 00:00:00","1","2025-02-14 00:00:00","Ошибка в заказе","resolved"
"356","40","1055","5","2024-09-22 00:00:00","4","4","3","5","Превзошли мои ожидания","1","0","Процедура восстановления данных","Отдел безопасности","97","2023-11-17 00:00:00","2024-10-16 00:00:00","1","2025-02-13 00:00:00","Вопрос по гарантии","new"
"357","98","1056","6","2025-01-07 00:00:00","5","5","5","4","Все объяснили понятно и доступно","1","1","Процедура обновления системы","Административный отдел","98","2024-08-11 00:00:00","2024-12-02 00:00:00","1","2025-02-18 00:00:00","Вопрос по акции","resolved"
"358","95","1057","3","2024-11-04 00:00:00","3","4","4","3","Не очень понятные объяснения","0","1","Процедура отчетности","Отдел качества","99","2023-09-30 00:00:00","2024-12-21 00:00:00","1","2025-02-17 00:00:00","Консультация по продукту","closed"
"359","20","1058","4","2024-12-02 00:00:00","3","2","3","4","Не очень понятные объяснения","0","1","Техническая поддержка первого уровня","Отдел безопасности","97","2024-01-08 00:00:00","2024-11-25 00:00:00","0","2025-02-15 00:00:00","Вопрос по гарантии","closed"
"360","33","1059","8","2024-09-18 00:00:00","4","3","3","5","Все объяснили понятно и доступно","1","0","Обработка жалоб","Отдел разработки","97","2024-05-22 00:00:00","2025-01-20 00:00:00","0","2025-02-22 00:00:00","Консультация по продукту","in_progress"
"361","24","1060","8","2024-10-07 00:00:00","5","5","4","4","Отличный сервис, быстрое решение проблемы","1","1","Процедура возврата средств","Техническая поддержка","94","2024-03-16 00:00:00","2025-01-26 00:00:00","1","2025-02-08 00:00:00","Вопрос по гарантии","closed"
"362","98","1061","6","2025-01-05 00:00:00","4","3","5","3","Оперативно решили мою проблему","1","1","Регламент контроля качества","Отдел разработки","92","2024-05-27 00:00:00","2024-10-14 00:00:00","0","2025-02-04 00:00:00","Технический сбой","in_progress"
"363","28","1062","9","2024-12-25 00:00:00","4","5","5","5","Отличный сервис, быстрое решение проблемы","1","0","Эскалация проблем","Техническая поддержка","95","2023-10-05 00:00:00","2024-12-17 00:00:00","1","2025-02-14 00:00:00","Проблема с аккаунтом","closed"
"364","85","1063","8","2024-12-22 00:00:00","1","1","1","1","Разочарован сервисом","0","1","Техническая поддержка первого уровня","Техническая поддержка","93","2023-10-28 00:00:00","2025-02-20 00:00:00","1","2025-02-24 00:00:00","Вопрос по гарантии","resolved"
"365","69","1064","5","2024-09-18 00:00:00","4","3","3","3","Быстро и качественно","1","1","Обслуживание VIP-клиентов - Специальный","Отдел продаж","97","2023-09-10 00:00:00","2024-09-27 00:00:00","1","2025-03-03 00:00:00","Технический сбой","new"
"366","31","1065","4","2025-02-13 00:00:00","4","4","4","3","Все объяснили понятно и доступно","1","1","Техническая поддержка второго уровня - Расширенный","Отдел маркетинга","98","2024-02-02 00:00:00","2024-11-06 00:00:00","1","2025-02-14 00:00:00","Проблема с оплатой","resolved"
"367","52","1066","8","2024-10-08 00:00:00","3","3","4","2","Средний уровень поддержки","0","1","Работа с критическими инцидентами - Временный","Отдел по работе с клиентами","91","2024-07-09 00:00:00","2025-01-22 00:00:00","1","2025-02-04 00:00:00","Проблема с оплатой","in_progress"
"368","12","1067","7","2024-12-15 00:00:00","4","3","5","3","Превзошли мои ожидания","1","1","Регламент контроля качества","Техническая поддержка","96","2024-03-06 00:00:00","2024-11-07 00:00:00","0","2025-03-01 00:00:00","Вопрос по доставке","new"
"369","11","1068","8","2024-11-20 00:00:00","5","5","4","5","Все объяснили понятно и доступно","1","1","Процедура возврата средств","Отдел по работе с клиентами","95","2024-06-12 00:00:00","2025-01-14 00:00:00","1","2025-02-20 00:00:00","Вопрос по гарантии","pending"
"370","30","1069","4","2024-10-02 00:00:00","4","3","5","4","Отличный сервис, быстрое решение проблемы","1","1","Регламент безопасности","Отдел разработки","95","2024-03-08 00:00:00","2024-09-24 00:00:00","1","2025-02-04 00:00:00","Проблема с аккаунтом","resolved"
"371","23","1070","6","2024-10-12 00:00:00","5","4","5","5","Всегда приятно иметь дело с профессионалами","1","1","Техническая поддержка первого уровня","Отдел качества","95","2024-03-06 00:00:00","2025-01-24 00:00:00","1","2025-02-26 00:00:00","Ошибка в заказе","new"
"372","39","1071","3","2025-01-09 00:00:00","3","4","4","3","Слишком долгое ожидание","0","0","Процедура возврата средств","Отдел качества","92","2024-04-29 00:00:00","2024-09-16 00:00:00","1","2025-02-22 00:00:00","Возврат товара","in_progress"
"373","97","1072","3","2025-01-16 00:00:00","4","3","3","4","Все объяснили понятно и доступно","1","1","Обработка жалоб - Расширенный","Административный отдел","94","2024-06-12 00:00:00","2025-01-06 00:00:00","1","2025-02-19 00:00:00","Консультация по продукту","closed"
"374","10","1073","6","2024-12-28 00:00:00","5","5","5","4","Всегда приятно иметь дело с профессионалами","1","1","Обработка электронных обращений","Техническая поддержка","95","2024-01-25 00:00:00","2024-10-08 00:00:00","1","2025-02-14 00:00:00","Проблема с оплатой","pending"
"375","58","1074","8","2024-12-05 00:00:00","4","4","3","5","Быстро и качественно","1","0","Процедура смены пароля","Отдел качества","95","2024-08-27 00:00:00","2025-01-12 00:00:00","1","2025-03-05 00:00:00","Технический сбой","in_progress"
"376","11","1075","10","2024-11-18 00:00:00","5","4","5","4","Очень доволен качеством обслуживания","1","0","Регламент контроля качества - Базовый","Финансовый отдел","96","2024-06-13 00:00:00","2024-11-21 00:00:00","1","2025-02-22 00:00:00","Консультация по продукту","resolved"
"377","92","1076","1","2024-12-25 00:00:00","5","5","4","4","Все объяснили понятно и доступно","1","1","Работа с критическими инцидентами - Специальный","Отдел маркетинга","99","2024-08-26 00:00:00","2024-12-29 00:00:00","1","2025-02-11 00:00:00","Вопрос по гарантии","resolved"
"378","40","1077","8","2024-09-22 00:00:00","5","4","4","4","Очень доволен качеством обслуживания","1","0","Регламент доступа к системе - Специальный","Техническая поддержка","94","2024-08-16 00:00:00","2025-02-17 00:00:00","0","2025-02-13 00:00:00","Вопрос по акции","new"
"379","58","1078","9","2024-12-10 00:00:00","4","3","3","4","Очень доволен качеством обслуживания","1","1","Процедура восстановления данных","Финансовый отдел","92","2023-09-25 00:00:00","2024-10-09 00:00:00","1","2025-03-05 00:00:00","Консультация по продукту","new"
"380","77","1079","5","2024-10-17 00:00:00","5","4","5","5","Быстро и качественно","1","0","Техническая поддержка первого уровня","Финансовый отдел","96","2024-07-13 00:00:00","2024-10-16 00:00:00","0","2025-02-11 00:00:00","Возврат товара","in_progress"
"381","100","1080","2","2025-01-23 00:00:00","5","5","5","4","Оперативно решили мою проблему","1","0","Процедура восстановления данных","Административный отдел","92","2024-03-29 00:00:00","2024-11-26 00:00:00","1","2025-02-12 00:00:00","Проблема с аккаунтом","new"
"382","22","1081","3","2024-09-29 00:00:00","4","3","3","3","Превзошли мои ожидания","1","0","Техническая поддержка первого уровня","Административный отдел","97","2024-06-21 00:00:00","2024-10-07 00:00:00","1","2025-02-17 00:00:00","Технический сбой","closed"
"383","36","1082","7","2024-11-18 00:00:00","4","4","4","3","Очень доволен качеством обслуживания","1","0","Техническая поддержка второго уровня","Отдел продаж","94","2023-11-09 00:00:00","2024-10-11 00:00:00","1","2025-02-08 00:00:00","Проблема с аккаунтом","pending"
"384","77","1083","5","2024-10-17 00:00:00","3","2","3","2","Решили проблему, но долго","0","0","Регламент доступа к системе - Временный","Отдел по работе с клиентами","95","2024-06-11 00:00:00","2024-11-20 00:00:00","1","2025-02-16 00:00:00","Проблема с оплатой","new"
"385","43","1084","10","2024-09-24 00:00:00","5","5","5","5","Все объяснили понятно и доступно","1","1","Процедура возврата средств","Отдел безопасности","98","2023-12-19 00:00:00","2024-10-12 00:00:00","1","2025-02-14 00:00:00","Консультация по продукту","new"
"386","39","1085","6","2025-01-09 00:00:00","5","5","5","4","Оперативно решили мою проблему","1","0","Процедура обучения новых сотрудников - Экспериментальный","Административный отдел","97","2024-07-17 00:00:00","2024-09-29 00:00:00","1","2025-02-05 00:00:00","Технический сбой","resolved"
"387","41","1086","5","2024-11-08 00:00:00","5","5","5","5","Оперативно решили мою проблему","1","0","Процедура обновления системы","Отдел маркетинга","96","2023-10-15 00:00:00","2024-10-09 00:00:00","1","2025-02-10 00:00:00","Вопрос по доставке","closed"
"388","47","1087","2","2025-02-20 00:00:00","3","2","4","4","Могло быть и лучше","0","1","Эскалация проблем","Административный отдел","92","2023-12-10 00:00:00","2024-10-10 00:00:00","0","2025-02-21 00:00:00","Возврат товара","pending"
"389","94","1088","8","2024-09-19 00:00:00","4","5","3","4","Вежливый и компетентный специалист","1","0","Регламент контроля качества","Отдел качества","98","2023-12-01 00:00:00","2024-10-18 00:00:00","1","2025-02-12 00:00:00","Вопрос по гарантии","resolved"
"390","18","1089","2","2024-11-12 00:00:00","3","4","3","3","Нормальное обслуживание","0","1","Техническая поддержка первого уровня","Отдел разработки","91","2024-07-29 00:00:00","2025-01-26 00:00:00","1","2025-02-04 00:00:00","Вопрос по акции","closed"
"391","58","1090","10","2024-12-09 00:00:00","4","5","5","4","Отличная работа, спасибо!","1","1","Обслуживание VIP-клиентов","Административный отдел","91","2024-07-07 00:00:00","2025-02-02 00:00:00","1","2025-03-02 00:00:00","Проблема с оплатой","pending"
"392","47","1091","9","2025-02-20 00:00:00","5","4","4","5","Очень доволен качеством обслуживания","1","1","Процедура возврата средств","Техническая поддержка","99","2023-10-19 00:00:00","2024-09-18 00:00:00","1","2025-02-07 00:00:00","Вопрос по гарантии","closed"
"393","22","1092","10","2024-09-25 00:00:00","4","4","4","3","Быстро и качественно","1","1","Обработка жалоб","Отдел продаж","90","2024-02-03 00:00:00","2025-02-18 00:00:00","1","2025-02-21 00:00:00","Консультация по продукту","new"
"394","13","1093","7","2025-02-25 00:00:00","3","4","4","4","Могло быть и лучше","0","1","Процедура обучения новых сотрудников - Временный","Техническая поддержка","91","2024-04-20 00:00:00","2024-12-22 00:00:00","0","2025-02-18 00:00:00","Жалоба на качество","closed"
"395","58","1094","6","2024-12-08 00:00:00","4","5","5","3","Всегда приятно иметь дело с профессионалами","1","1","Регламент доступа к системе - Экспериментальный","Отдел тестирования","95","2023-11-13 00:00:00","2024-12-10 00:00:00","1","2025-02-09 00:00:00","Технический сбой","in_progress"
"396","4","1095","8","2024-10-20 00:00:00","3","2","4","2","Решили проблему, но долго","0","1","Регламент резервного копирования - Базовый","Отдел качества","93","2023-10-03 00:00:00","2024-11-20 00:00:00","0","2025-02-16 00:00:00","Вопрос по доставке","closed"
"397","40","1096","6","2024-09-24 00:00:00","5","5","5","5","Отличная работа, спасибо!","1","1","Процедура отчетности","Отдел тестирования","99","2023-11-28 00:00:00","2025-01-12 00:00:00","0","2025-02-10 00:00:00","Ошибка в заказе","in_progress"
"398","57","1097","8","2024-11-23 00:00:00","2","3","1","1","Очень долго решали проблему","0","1","Процедура обучения новых сотрудников","Отдел маркетинга","91","2024-04-29 00:00:00","2024-11-07 00:00:00","1","2025-02-10 00:00:00","Вопрос по акции","in_progress"
"399","83","1098","2","2025-02-08 00:00:00","5","5","4","5","Оперативно решили мою проблему","1","1","Регламент документирования","Финансовый отдел","97","2024-02-01 00:00:00","2025-01-22 00:00:00","1","2025-02-18 00:00:00","Вопрос по гарантии","in_progress"
"400","43","1099","9","2024-09-24 00:00:00","5","5","5","4","Оперативно решили мою проблему","1","1","Работа с критическими инцидентами","Отдел тестирования","96","2024-03-31 00:00:00","2024-09-20 00:00:00","1","2025-02-08 00:00:00","Вопрос по гарантии","closed"
